time_of_day,day_of_week,road_name,vehicle_count,avg_speed,rainfall,holiday,incident,weather,congestion_level
20,4,Electronic City Flyover,607,33.93,0.0,0,0,Clear,Low
8,4,Brigade Road,520,24.85,49.75,0,0,Heavy Rain,Medium
13,4,Bannerghatta Road,297,37.03,0.0,0,0,Clear,Low
2,1,Bannerghatta Road,288,31.53,27.93,0,0,Heavy Rain,Low
3,4,Silk Board Junction,195,38.05,0.0,0,0,Clear,Low
19,4,Indiranagar 100ft Road,544,32.31,11.27,0,0,Rainy,Low
11,0,Silk Board Junction,431,32.9,13.94,0,0,Rainy,Low
23,3,Hebbal Flyover,224,37.76,0.0,0,0,Cloudy,Low
17,2,Bannerghatta Road,705,31.19,8.8,0,0,Rainy,Low
8,0,Bannerghatta Road,611,28.56,26.66,0,0,Heavy Rain,Medium
12,3,Outer Ring Road,176,38.24,0.0,0,0,Cloudy,Low
21,0,Sarjapur Road,736,32.64,0.0,0,0,Clear,Low
3,5,Whitefield Main Road,172,38.28,0.0,1,0,Cloudy,Low
6,4,Indiranagar 100ft Road,187,32.68,27.24,0,0,Heavy Rain,Low
3,6,Outer Ring Road,155,38.45,0.0,1,0,Clear,Low
18,5,Hebbal Flyover,394,36.06,0.0,1,0,Clear,Low
14,4,Outer Ring Road,195,34.32,18.65,0,0,Rainy,Low
20,5,Brigade Road,357,29.94,32.44,1,0,Heavy Rain,Medium
5,0,Electronic City Flyover,249,32.09,27.12,0,0,Heavy Rain,Low
15,4,Indiranagar 100ft Road,213,34.78,15.45,0,0,Rainy,Low
20,4,Indiranagar 100ft Road,504,26.48,42.4,0,0,Heavy Rain,Medium
23,3,Outer Ring Road,291,37.09,0.0,0,0,Cloudy,Low
7,3,Whitefield Main Road,295,34.41,13.18,0,0,Rainy,Low
10,3,Brigade Road,523,29.12,28.25,0,0,Heavy Rain,Medium
7,4,Whitefield Main Road,274,37.26,0.0,0,0,Cloudy,Low
9,5,Indiranagar 100ft Road,327,36.73,0.0,1,0,Clear,Low
16,5,Electronic City Flyover,96,37.41,8.17,1,0,Rainy,Low
21,6,MG Road,346,36.54,0.0,1,0,Clear,Low
22,3,Sarjapur Road,259,37.41,0.0,0,0,Clear,Low
0,1,Indiranagar 100ft Road,228,35.69,10.15,0,0,Rainy,Low
12,0,Silk Board Junction,257,37.43,0.0,0,0,Cloudy,Low
16,0,Electronic City Flyover,287,34.7,12.17,0,0,Rainy,Low
5,1,Bannerghatta Road,269,37.31,0.0,0,0,Cloudy,Low
9,1,Brigade Road,438,35.62,0.0,0,0,Clear,Low
22,3,Hebbal Flyover,180,29.36,44.18,0,0,Heavy Rain,Medium
2,3,Outer Ring Road,201,36.77,6.1,0,0,Rainy,Low
6,6,Outer Ring Road,153,38.47,0.0,1,0,Cloudy,Low
17,5,Outer Ring Road,273,37.27,0.0,1,0,Clear,Low
7,1,Brigade Road,184,36.39,8.85,0,0,Rainy,Low
17,5,Indiranagar 100ft Road,402,35.98,0.0,1,0,Clear,Low
18,1,Hebbal Flyover,495,31.65,17.02,0,0,Rainy,Low
17,0,Outer Ring Road,492,30.92,20.79,0,0,Heavy Rain,Low
7,4,Indiranagar 100ft Road,165,35.1,16.26,0,0,Rainy,Low
6,3,Bannerghatta Road,370,16.15,25.74,0,1,Heavy Rain,Medium
18,2,Hebbal Flyover,492,35.08,0.0,0,0,Clear,Low
17,3,Whitefield Main Road,385,29.16,34.97,1,0,Heavy Rain,Medium
3,1,Sarjapur Road,271,37.29,0.0,0,0,Clear,Low
16,5,Silk Board Junction,107,38.93,0.0,1,0,Cloudy,Low
15,0,Indiranagar 100ft Road,222,30.85,34.65,0,0,Heavy Rain,Low
10,1,Indiranagar 100ft Road,454,35.46,0.0,0,0,Cloudy,Low
2,5,MG Road,108,38.92,0.0,1,0,Cloudy,Low
8,4,Indiranagar 100ft Road,452,33.28,11.0,0,0,Rainy,Low
11,2,Electronic City Flyover,640,26.48,35.59,0,0,Heavy Rain,Medium
10,1,Indiranagar 100ft Road,687,33.13,0.0,0,0,Cloudy,Low
23,3,Brigade Road,287,31.73,26.99,0,0,Heavy Rain,Low
12,3,Whitefield Main Road,261,37.39,0.0,0,0,Cloudy,Low
11,6,Silk Board Junction,351,31.75,23.68,1,0,Heavy Rain,Low
17,3,Silk Board Junction,805,16.95,0.0,0,1,Cloudy,Medium
1,6,Whitefield Main Road,131,38.69,0.0,1,0,Cloudy,Low
22,1,Sarjapur Road,261,32.48,24.54,0,0,Heavy Rain,Low
12,2,Sarjapur Road,293,35.16,9.53,0,0,Rainy,Low
4,5,Indiranagar 100ft Road,165,35.3,15.25,1,0,Rainy,Low
20,2,Bannerghatta Road,486,27.05,40.44,0,0,Heavy Rain,Medium
22,5,Silk Board Junction,132,38.68,0.0,1,0,Cloudy,Low
2,4,MG Road,293,37.07,0.0,0,0,Cloudy,Low
14,5,Indiranagar 100ft Road,148,38.52,0.0,1,0,Clear,Low
6,5,Brigade Road,148,38.52,0.0,1,0,Cloudy,Low
19,6,Electronic City Flyover,375,29.42,34.15,1,0,Heavy Rain,Medium
13,5,Hebbal Flyover,179,38.21,0.0,1,0,Cloudy,Low
13,5,Sarjapur Road,133,37.11,7.81,1,0,Rainy,Low
12,3,MG Road,225,30.6,35.74,0,0,Heavy Rain,Low
10,1,Sarjapur Road,447,35.53,0.0,0,0,Cloudy,Low
21,6,Hebbal Flyover,360,29.67,33.64,1,0,Heavy Rain,Medium
21,5,MG Road,267,31.86,27.37,1,0,Heavy Rain,Low
3,4,Hebbal Flyover,176,35.63,13.03,0,0,Rainy,Low
5,3,Bannerghatta Road,428,20.72,0.0,0,1,Clear,Medium
5,0,Brigade Road,204,37.96,0.0,0,0,Clear,Low
19,4,Whitefield Main Road,639,33.61,0.0,0,0,Cloudy,Low
5,2,Sarjapur Road,249,34.5,15.04,0,0,Rainy,Low
0,3,Silk Board Junction,197,32.89,25.7,0,0,Heavy Rain,Low
21,4,Brigade Road,799,17.01,0.0,0,1,Clear,Medium
1,0,Silk Board Junction,191,35.35,13.7,0,0,Rainy,Low
18,4,MG Road,661,16.72,8.36,0,1,Rainy,Medium
13,4,Indiranagar 100ft Road,274,37.26,0.0,0,0,Clear,Low
1,1,Whitefield Main Road,216,37.84,0.0,0,0,Cloudy,Low
5,1,Whitefield Main Road,215,37.85,0.0,0,0,Clear,Low
17,3,Whitefield Main Road,604,33.96,0.0,0,0,Clear,Low
5,5,Hebbal Flyover,149,38.51,0.0,1,0,Cloudy,Low
16,1,Silk Board Junction,268,37.32,0.0,0,0,Clear,Low
22,0,Hebbal Flyover,194,31.37,33.45,0,0,Heavy Rain,Low
16,6,Whitefield Main Road,100,39.0,0.0,1,0,Cloudy,Low
20,5,Whitefield Main Road,395,33.46,12.96,1,0,Rainy,Low
17,1,Outer Ring Road,586,34.14,0.0,0,0,Clear,Low
19,5,Sarjapur Road,264,37.36,0.0,1,0,Clear,Low
15,0,Silk Board Junction,446,17.23,16.56,0,1,Rainy,Medium
17,5,Hebbal Flyover,341,36.59,0.0,1,0,Clear,Low
16,1,Outer Ring Road,203,37.97,0.0,0,0,Cloudy,Low
14,0,Brigade Road,167,38.33,0.0,0,0,Clear,Low
3,0,Brigade Road,298,32.07,24.74,0,0,Heavy Rain,Low
0,2,Whitefield Main Road,519,18.02,8.96,0,1,Rainy,Medium
1,2,Hebbal Flyover,168,38.32,0.0,0,0,Clear,Low
4,4,Hebbal Flyover,208,36.37,7.73,0,0,Rainy,Low
2,3,MG Road,167,38.33,0.0,0,0,Cloudy,Low
4,4,Outer Ring Road,194,38.06,0.0,0,0,Clear,Low
4,5,Bannerghatta Road,156,30.23,41.06,1,0,Heavy Rain,Low
0,1,Hebbal Flyover,250,31.51,29.93,0,0,Heavy Rain,Low
1,0,Indiranagar 100ft Road,189,35.96,10.74,0,0,Rainy,Low
18,3,MG Road,566,32.13,11.07,0,0,Rainy,Low
3,5,MG Road,121,38.79,0.0,1,0,Cloudy,Low
15,6,Brigade Road,153,35.48,14.96,1,0,Rainy,Low
16,4,MG Road,133,38.67,0.0,1,0,Cloudy,Low
12,3,Outer Ring Road,192,32.05,30.17,0,0,Heavy Rain,Low
2,2,Brigade Road,285,37.15,0.0,0,0,Clear,Low
16,3,Silk Board Junction,242,30.07,37.56,0,0,Heavy Rain,Low
1,3,Whitefield Main Road,221,37.79,0.0,0,0,Cloudy,Low
7,4,Outer Ring Road,337,12.53,45.51,0,1,Heavy Rain,High
9,5,Silk Board Junction,260,37.4,0.0,1,0,Clear,Low
17,6,Indiranagar 100ft Road,419,35.81,0.0,1,0,Cloudy,Low
22,5,Whitefield Main Road,166,36.58,8.81,1,0,Rainy,Low
8,0,Electronic City Flyover,553,26.19,41.38,0,0,Heavy Rain,Medium
1,3,Electronic City Flyover,118,36.91,9.56,1,0,Rainy,Low
23,1,Hebbal Flyover,226,34.3,17.19,0,0,Rainy,Low
11,3,Sarjapur Road,389,36.11,0.0,1,0,Clear,Low
8,3,Bannerghatta Road,670,33.3,0.0,0,0,Cloudy,Low
3,6,Brigade Road,153,35.49,14.9,1,0,Rainy,Low
12,2,Indiranagar 100ft Road,177,28.97,46.28,0,0,Heavy Rain,Medium
11,1,Sarjapur Road,668,30.89,12.16,0,0,Rainy,Low
20,4,Electronic City Flyover,422,33.54,11.2,0,0,Rainy,Low
7,3,Hebbal Flyover,177,38.23,0.0,0,0,Cloudy,Low
22,4,MG Road,113,36.22,13.24,1,0,Rainy,Low
18,6,Whitefield Main Road,415,34.64,6.04,1,0,Rainy,Low
15,2,Silk Board Junction,250,37.5,0.0,0,0,Clear,Low
5,1,Sarjapur Road,205,33.44,22.53,0,0,Heavy Rain,Low
21,5,Brigade Road,361,36.39,0.0,1,0,Clear,Low
18,6,Bannerghatta Road,250,37.5,0.0,1,0,Clear,Low
9,2,Whitefield Main Road,513,32.7,10.83,0,0,Rainy,Low
0,4,Brigade Road,279,37.21,0.0,0,0,Cloudy,Low
6,3,Whitefield Main Road,204,29.5,42.28,0,0,Heavy Rain,Medium
8,5,Indiranagar 100ft Road,439,34.11,7.52,1,0,Rainy,Low
14,4,Whitefield Main Road,204,29.69,41.37,0,0,Heavy Rain,Medium
4,0,Electronic City Flyover,198,28.59,47.17,0,0,Heavy Rain,Medium
8,2,Indiranagar 100ft Road,447,35.53,0.0,1,0,Cloudy,Low
13,4,Bannerghatta Road,259,33.62,18.94,0,0,Rainy,Low
12,0,Brigade Road,195,38.05,0.0,0,0,Cloudy,Low
12,6,Hebbal Flyover,114,36.97,9.47,1,0,Rainy,Low
6,6,Whitefield Main Road,115,31.35,37.51,1,0,Heavy Rain,Low
20,0,Sarjapur Road,519,26.25,42.81,0,0,Heavy Rain,Medium
9,6,Indiranagar 100ft Road,307,35.39,7.69,1,0,Rainy,Low
2,5,Bannerghatta Road,174,35.5,13.8,1,0,Rainy,Low
4,1,Brigade Road,178,38.22,0.0,0,0,Cloudy,Low
22,6,Bannerghatta Road,157,38.43,0.0,1,0,Cloudy,Low
21,3,Outer Ring Road,661,33.39,0.0,0,0,Cloudy,Low
20,5,Indiranagar 100ft Road,285,28.95,40.98,1,0,Heavy Rain,Medium
14,2,Electronic City Flyover,283,37.17,0.0,0,0,Clear,Low
22,3,Sarjapur Road,231,37.69,0.0,0,0,Clear,Low
21,2,Whitefield Main Road,681,33.19,0.0,0,0,Clear,Low
13,4,Whitefield Main Road,280,28.19,45.06,0,0,Heavy Rain,Medium
5,6,Silk Board Junction,137,38.63,0.0,1,0,Cloudy,Low
23,3,Indiranagar 100ft Road,253,27.86,48.03,0,0,Heavy Rain,Medium
1,0,Bannerghatta Road,241,37.59,0.0,0,0,Cloudy,Low
2,6,Electronic City Flyover,102,38.98,0.0,1,0,Cloudy,Low
4,2,Indiranagar 100ft Road,274,34.77,12.46,0,0,Rainy,Low
1,5,Indiranagar 100ft Road,165,38.35,0.0,1,0,Clear,Low
3,3,Sarjapur Road,297,31.03,30.02,0,0,Heavy Rain,Low
6,5,Indiranagar 100ft Road,138,38.62,0.0,1,0,Clear,Low
9,4,Silk Board Junction,610,33.9,0.0,0,0,Cloudy,Low
16,6,Silk Board Junction,128,38.72,0.0,1,0,Cloudy,Low
13,5,Whitefield Main Road,144,38.56,0.0,1,0,Cloudy,Low
11,1,Indiranagar 100ft Road,788,13.78,16.7,0,1,Rainy,High
11,1,Outer Ring Road,649,25.58,39.63,0,0,Heavy Rain,Medium
7,2,Hebbal Flyover,175,38.25,0.0,0,0,Cloudy,Low
19,3,Silk Board Junction,600,34.0,0.0,0,0,Cloudy,Low
20,3,Electronic City Flyover,674,33.26,0.0,0,0,Cloudy,Low
15,2,Sarjapur Road,279,34.42,13.93,0,0,Rainy,Low
15,3,Electronic City Flyover,272,37.28,0.0,0,0,Clear,Low
5,1,Electronic City Flyover,141,29.32,46.33,1,0,Heavy Rain,Medium
6,5,Whitefield Main Road,172,34.78,17.5,1,0,Rainy,Low
5,5,Electronic City Flyover,109,38.91,0.0,1,0,Cloudy,Low
10,3,Outer Ring Road,632,24.67,45.04,0,0,Heavy Rain,Medium
16,4,MG Road,253,37.47,0.0,0,0,Clear,Low
9,4,Whitefield Main Road,416,27.85,39.97,0,0,Heavy Rain,Medium
17,1,MG Road,403,35.97,0.0,0,0,Cloudy,Low
9,3,Whitefield Main Road,618,33.82,0.0,0,0,Clear,Low
10,4,Sarjapur Road,539,25.37,46.2,0,0,Heavy Rain,Medium
15,3,Silk Board Junction,108,38.92,0.0,1,0,Clear,Low
4,1,Silk Board Junction,264,32.05,26.56,0,0,Heavy Rain,Low
5,0,Electronic City Flyover,209,34.2,18.57,0,0,Rainy,Low
14,6,Hebbal Flyover,142,38.58,0.0,1,0,Cloudy,Low
14,3,Outer Ring Road,286,34.88,11.28,0,0,Rainy,Low
0,3,Outer Ring Road,206,36.83,5.57,0,0,Rainy,Low
3,3,Brigade Road,228,31.8,29.59,0,0,Heavy Rain,Low
9,1,Indiranagar 100ft Road,464,31.58,18.92,0,0,Rainy,Low
7,3,Outer Ring Road,294,37.06,0.0,0,0,Cloudy,Low
15,3,MG Road,232,30.77,34.54,0,0,Heavy Rain,Low
0,3,Electronic City Flyover,191,38.09,0.0,0,0,Cloudy,Low
14,5,Brigade Road,102,35.98,15.02,1,0,Rainy,Low
6,6,Whitefield Main Road,173,38.27,0.0,1,0,Clear,Low
23,1,Outer Ring Road,285,37.15,0.0,0,0,Cloudy,Low
7,4,Indiranagar 100ft Road,247,37.53,0.0,0,0,Clear,Low
1,2,Hebbal Flyover,215,37.85,0.0,0,0,Cloudy,Low
12,6,Bannerghatta Road,118,31.8,35.1,1,0,Heavy Rain,Low
20,3,Silk Board Junction,469,35.31,0.0,0,0,Clear,Low
16,3,Hebbal Flyover,253,37.47,0.0,0,0,Clear,Low
11,2,Indiranagar 100ft Road,552,34.48,0.0,0,0,Cloudy,Low
3,3,Electronic City Flyover,265,37.35,0.0,0,0,Cloudy,Low
3,2,Electronic City Flyover,194,34.51,17.75,0,0,Rainy,Low
13,2,Electronic City Flyover,250,37.5,0.0,0,0,Cloudy,Low
1,0,Hebbal Flyover,252,31.2,31.4,0,0,Heavy Rain,Low
6,4,Outer Ring Road,271,33.67,18.09,0,0,Rainy,Low
19,1,Sarjapur Road,550,30.56,19.71,0,0,Rainy,Low
12,6,Hebbal Flyover,125,38.75,0.0,1,0,Cloudy,Low
4,6,Sarjapur Road,101,34.09,24.52,1,0,Heavy Rain,Low
9,2,Sarjapur Road,430,33.73,9.83,1,0,Rainy,Low
10,1,Outer Ring Road,560,34.4,0.0,0,0,Cloudy,Low
16,3,Whitefield Main Road,262,30.49,34.46,0,0,Heavy Rain,Low
8,1,Indiranagar 100ft Road,414,35.86,0.0,0,0,Cloudy,Low
23,1,Silk Board Junction,224,37.76,0.0,0,0,Cloudy,Low
6,6,Electronic City Flyover,140,38.6,0.0,1,0,Clear,Low
14,4,Outer Ring Road,227,37.73,0.0,0,0,Cloudy,Low
14,6,Electronic City Flyover,110,37.86,5.19,1,0,Rainy,Low
12,4,Silk Board Junction,270,37.3,0.0,0,0,Clear,Low
21,6,MG Road,390,36.1,0.0,1,0,Clear,Low
8,3,Outer Ring Road,546,33.4,5.68,0,0,Rainy,Low
8,1,Silk Board Junction,492,35.08,0.0,0,0,Clear,Low
14,2,Sarjapur Road,269,37.31,0.0,0,0,Clear,Low
3,5,Brigade Road,178,38.22,0.0,1,0,Cloudy,Low
1,0,Electronic City Flyover,179,35.15,15.31,0,0,Rainy,Low
1,0,Whitefield Main Road,242,30.9,33.39,0,0,Heavy Rain,Low
7,1,Hebbal Flyover,289,37.11,0.0,0,0,Clear,Low
14,0,Sarjapur Road,166,38.34,0.0,1,0,Cloudy,Low
23,4,Indiranagar 100ft Road,233,37.67,0.0,0,0,Cloudy,Low
17,4,Electronic City Flyover,508,26.67,41.25,0,0,Heavy Rain,Medium
18,2,Indiranagar 100ft Road,441,35.59,0.0,0,0,Clear,Low
5,2,Outer Ring Road,191,38.09,0.0,0,0,Clear,Low
19,5,Electronic City Flyover,396,36.04,0.0,1,0,Cloudy,Low
2,0,Electronic City Flyover,210,37.9,0.0,0,0,Cloudy,Low
11,4,Outer Ring Road,413,35.87,0.0,0,0,Cloudy,Low
15,6,Whitefield Main Road,106,35.72,16.12,1,0,Rainy,Low
8,3,Brigade Road,645,32.05,7.52,0,0,Rainy,Low
17,3,Sarjapur Road,491,31.35,18.69,0,0,Rainy,Low
6,2,Bannerghatta Road,260,34.04,16.82,0,0,Rainy,Low
21,4,Outer Ring Road,402,35.98,0.0,0,0,Cloudy,Low
5,4,Whitefield Main Road,290,27.26,49.18,0,0,Heavy Rain,Medium
3,2,Outer Ring Road,240,37.6,0.0,0,0,Cloudy,Low
12,2,Sarjapur Road,199,29.6,42.04,0,0,Heavy Rain,Medium
8,4,MG Road,646,29.58,19.8,0,0,Rainy,Medium
6,6,Brigade Road,111,30.53,41.78,1,0,Heavy Rain,Low
14,3,Brigade Road,247,34.4,15.67,0,0,Rainy,Low
16,2,Indiranagar 100ft Road,255,37.45,0.0,0,0,Clear,Low
7,4,Silk Board Junction,267,37.33,0.0,0,0,Clear,Low
3,6,Whitefield Main Road,157,36.08,11.74,1,0,Rainy,Low
8,5,Silk Board Junction,278,37.22,0.0,1,0,Cloudy,Low
5,0,Sarjapur Road,179,38.21,0.0,0,0,Cloudy,Low
9,4,Electronic City Flyover,738,32.62,0.0,0,0,Clear,Low
14,5,Sarjapur Road,144,36.75,9.05,1,0,Rainy,Low
13,3,Brigade Road,241,37.59,0.0,0,0,Cloudy,Low
5,4,Sarjapur Road,237,37.63,0.0,0,0,Cloudy,Low
9,6,Indiranagar 100ft Road,425,35.75,0.0,1,0,Cloudy,Low
3,2,MG Road,222,37.78,0.0,0,0,Cloudy,Low
14,0,Sarjapur Road,260,37.4,0.0,0,0,Clear,Low
14,6,Whitefield Main Road,118,38.82,0.0,1,0,Cloudy,Low
23,5,Electronic City Flyover,159,38.41,0.0,1,0,Cloudy,Low
20,5,Silk Board Junction,421,35.79,0.0,1,0,Cloudy,Low
19,6,Silk Board Junction,248,35.03,12.43,1,0,Rainy,Low
15,5,Silk Board Junction,161,38.39,0.0,1,0,Clear,Low
20,3,Brigade Road,731,32.69,0.0,0,0,Clear,Low
15,4,Brigade Road,247,37.53,0.0,0,0,Clear,Low
11,1,Brigade Road,707,32.93,0.0,0,0,Clear,Low
1,6,Bannerghatta Road,135,38.65,0.0,1,0,Cloudy,Low
13,4,MG Road,239,33.12,22.44,0,0,Heavy Rain,Low
8,5,Indiranagar 100ft Road,261,29.49,39.52,1,0,Heavy Rain,Medium
8,1,Bannerghatta Road,513,34.87,0.0,0,0,Cloudy,Low
8,0,Hebbal Flyover,640,30.73,14.36,0,0,Rainy,Low
13,6,Brigade Road,149,29.97,42.69,1,0,Heavy Rain,Medium
17,5,Sarjapur Road,319,29.29,37.61,1,0,Heavy Rain,Medium
23,2,Sarjapur Road,123,35.13,18.2,1,0,Rainy,Low
15,4,Whitefield Main Road,174,37.14,5.59,0,0,Rainy,Low
21,0,Sarjapur Road,474,35.26,0.0,0,0,Clear,Low
8,1,Silk Board Junction,683,31.11,10.32,0,0,Rainy,Low
18,3,Bannerghatta Road,483,31.65,17.61,0,0,Rainy,Low
21,1,Whitefield Main Road,586,28.16,29.9,0,0,Heavy Rain,Medium
0,4,Bannerghatta Road,225,37.75,0.0,0,0,Clear,Low
22,5,Whitefield Main Road,149,38.51,0.0,1,0,Cloudy,Low
6,5,Indiranagar 100ft Road,113,36.14,13.66,1,0,Rainy,Low
22,6,Brigade Road,157,36.07,11.81,1,0,Rainy,Low
16,1,MG Road,207,37.93,0.0,0,0,Clear,Low
5,0,Indiranagar 100ft Road,245,37.55,0.0,0,0,Cloudy,Low
16,6,Electronic City Flyover,172,38.28,0.0,1,0,Cloudy,Low
19,1,Electronic City Flyover,659,33.41,0.0,0,0,Clear,Low
22,5,Whitefield Main Road,126,38.74,0.0,1,0,Clear,Low
5,2,Indiranagar 100ft Road,182,36.94,6.22,0,0,Rainy,Low
15,5,Brigade Road,108,29.87,45.26,1,0,Heavy Rain,Medium
8,2,Bannerghatta Road,407,35.93,0.0,0,0,Cloudy,Low
16,2,Bannerghatta Road,220,37.8,0.0,0,0,Clear,Low
9,5,Electronic City Flyover,317,30.44,31.97,1,0,Heavy Rain,Low
7,4,MG Road,176,35.65,12.93,0,0,Rainy,Low
15,5,Hebbal Flyover,179,35.03,15.9,1,0,Rainy,Low
13,3,Hebbal Flyover,298,37.02,0.0,0,0,Clear,Low
8,0,Brigade Road,265,37.35,0.0,1,0,Cloudy,Low
8,1,Indiranagar 100ft Road,358,33.04,16.91,1,0,Rainy,Low
9,0,Outer Ring Road,573,31.29,14.9,0,0,Rainy,Low
2,1,MG Road,274,37.26,0.0,0,0,Cloudy,Low
17,6,Indiranagar 100ft Road,330,36.7,0.0,1,0,Cloudy,Low
13,2,Electronic City Flyover,219,30.82,34.94,0,0,Heavy Rain,Low
23,3,Sarjapur Road,174,38.26,0.0,0,0,Clear,Low
18,0,Silk Board Junction,579,34.21,0.0,0,0,Clear,Low
0,3,Whitefield Main Road,201,33.65,21.7,0,0,Heavy Rain,Low
13,4,Outer Ring Road,274,37.26,0.0,0,0,Clear,Low
20,0,Sarjapur Road,400,29.97,30.16,0,0,Heavy Rain,Medium
7,6,Whitefield Main Road,102,38.98,0.0,1,0,Clear,Low
6,3,Silk Board Junction,272,37.28,0.0,0,0,Cloudy,Low
0,4,Sarjapur Road,231,37.69,0.0,0,0,Clear,Low
11,0,Hebbal Flyover,414,35.86,0.0,0,0,Clear,Low
5,0,Sarjapur Road,178,33.52,23.48,0,0,Heavy Rain,Low
11,2,Brigade Road,543,30.88,18.43,0,0,Rainy,Low
3,4,Hebbal Flyover,277,37.23,0.0,0,0,Clear,Low
19,2,Whitefield Main Road,647,18.53,0.0,0,1,Cloudy,Medium
22,0,Outer Ring Road,162,32.76,28.11,0,0,Heavy Rain,Low
22,0,Whitefield Main Road,227,37.73,0.0,0,0,Clear,Low
8,6,Whitefield Main Road,459,20.41,0.0,1,1,Clear,Medium
13,2,Indiranagar 100ft Road,238,37.62,0.0,0,0,Cloudy,Low
5,4,Outer Ring Road,169,38.31,0.0,1,0,Clear,Low
14,6,Bannerghatta Road,153,38.47,0.0,1,0,Cloudy,Low
22,4,Outer Ring Road,161,35.42,14.85,0,0,Rainy,Low
2,3,MG Road,274,37.26,0.0,0,0,Clear,Low
20,3,Outer Ring Road,706,31.42,7.62,0,0,Rainy,Low
1,3,Indiranagar 100ft Road,364,21.36,0.0,0,1,Clear,Medium
15,4,Electronic City Flyover,244,30.64,34.6,0,0,Heavy Rain,Low
12,0,Hebbal Flyover,197,36.5,7.64,0,0,Rainy,Low
7,4,Bannerghatta Road,260,30.93,32.37,0,0,Heavy Rain,Low
12,2,Indiranagar 100ft Road,161,34.67,18.59,0,0,Rainy,Low
3,2,Silk Board Junction,208,31.51,32.05,0,0,Heavy Rain,Low
23,3,Sarjapur Road,298,28.26,43.81,0,0,Heavy Rain,Medium
4,0,MG Road,220,37.8,0.0,0,0,Clear,Low
5,4,Hebbal Flyover,295,28.1,44.77,0,0,Heavy Rain,Medium
22,2,MG Road,171,38.29,0.0,0,0,Clear,Low
8,3,Indiranagar 100ft Road,662,26.35,35.14,0,0,Heavy Rain,Medium
17,1,Bannerghatta Road,511,34.89,0.0,0,0,Cloudy,Low
8,2,Silk Board Junction,641,33.59,0.0,0,0,Clear,Low
8,3,Sarjapur Road,647,33.53,0.0,0,0,Clear,Low
14,1,Sarjapur Road,221,31.48,31.57,0,0,Heavy Rain,Low
13,3,Whitefield Main Road,200,38.0,0.0,0,0,Clear,Low
3,3,Silk Board Junction,172,31.25,35.16,1,0,Heavy Rain,Low
8,6,Hebbal Flyover,325,36.75,0.0,1,0,Cloudy,Low
19,2,Silk Board Junction,700,24.48,42.61,0,0,Heavy Rain,Medium
1,1,Indiranagar 100ft Road,292,37.08,0.0,0,0,Cloudy,Low
0,3,Brigade Road,272,32.28,25.01,0,0,Heavy Rain,Low
14,4,Indiranagar 100ft Road,267,37.33,0.0,0,0,Cloudy,Low
10,3,MG Road,698,25.55,37.33,0,0,Heavy Rain,Medium
2,6,Electronic City Flyover,168,29.06,46.3,1,0,Heavy Rain,Medium
15,1,Outer Ring Road,210,37.9,0.0,0,0,Clear,Low
11,6,Brigade Road,351,36.49,0.0,1,0,Cloudy,Low
2,4,Electronic City Flyover,208,37.92,0.0,0,0,Clear,Low
21,2,Bannerghatta Road,956,15.44,0.0,0,1,Cloudy,Medium
4,4,Outer Ring Road,262,29.19,40.97,0,0,Heavy Rain,Medium
0,1,Silk Board Junction,438,15.04,27.92,0,1,Heavy Rain,Medium
1,0,Silk Board Junction,250,37.5,0.0,0,0,Cloudy,Low
16,6,Bannerghatta Road,169,36.65,8.31,1,0,Rainy,Low
6,2,Brigade Road,173,38.27,0.0,0,0,Clear,Low
8,4,Brigade Road,697,15.53,12.51,0,1,Rainy,Medium
9,0,Bannerghatta Road,641,27.88,28.56,0,0,Heavy Rain,Medium
9,3,MG Road,995,8.82,31.15,0,1,Heavy Rain,High
21,6,Brigade Road,448,33.23,11.43,1,0,Rainy,Low
2,4,Indiranagar 100ft Road,201,36.33,8.32,0,0,Rainy,Low
8,5,Brigade Road,265,37.35,0.0,1,0,Clear,Low
4,0,Hebbal Flyover,280,35.65,7.75,0,0,Rainy,Low
20,4,Silk Board Junction,575,32.69,7.82,0,0,Rainy,Low
7,1,Whitefield Main Road,134,36.63,10.16,1,0,Rainy,Low
16,5,MG Road,127,38.73,0.0,1,0,Cloudy,Low
13,0,MG Road,178,38.22,0.0,0,0,Clear,Low
12,3,Sarjapur Road,256,31.95,27.45,0,0,Heavy Rain,Low
22,4,Indiranagar 100ft Road,405,11.97,44.9,0,1,Heavy Rain,High
23,1,MG Road,270,32.51,23.96,0,0,Heavy Rain,Low
3,5,Hebbal Flyover,163,36.41,9.78,1,0,Rainy,Low
0,1,Hebbal Flyover,239,35.3,11.55,0,0,Rainy,Low
22,2,Sarjapur Road,288,31.3,29.09,0,0,Heavy Rain,Low
6,4,MG Road,195,35.54,12.54,0,0,Rainy,Low
3,0,Electronic City Flyover,182,38.18,0.0,0,0,Cloudy,Low
10,3,Sarjapur Road,688,24.01,45.55,0,0,Heavy Rain,Medium
2,0,Outer Ring Road,223,37.77,0.0,0,0,Clear,Low
4,4,Sarjapur Road,267,37.33,0.0,0,0,Clear,Low
23,1,Outer Ring Road,212,37.88,0.0,0,0,Cloudy,Low
4,2,Brigade Road,228,37.72,0.0,0,0,Clear,Low
19,5,Silk Board Junction,390,34.54,7.8,1,0,Rainy,Low
